cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report
3281,6409235,"SAWYER, TOM",KS,HOUSE,95,TOM SAWYER GIFTS,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3927081-KS-SAWYER-TOM
3316,6409346,"WARD, JIM",KS,HOUSE,86,LAW OFFICE OF JAMES WARD,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3933029-KS-WARD-JIM
3329,6409411,"WINN, VALDENIA",KS,HOUSE,34,"KC, KS COMMUNITY COLLEGE",EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3933030-KS-WINN-VALDENIA-C
3627,6409532,"ADLEY, ROBERT",LA,SENATE,36,ADLEY CONSULTANTS LLC,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3927807-LA-ADLEY-ROBERT
3628,6409532,"ADLEY, ROBERT",LA,SENATE,36,RACA INVESTMENTS LLC,INVESTMENT HOLDING COMPANIES,https://apps.publicintegrity.org/disclosure/documents/3927807-LA-ADLEY-ROBERT
3629,6409532,"ADLEY, ROBERT",LA,SENATE,36,RACA PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927807-LA-ADLEY-ROBERT
3637,6409543,"AMEDEE, JODY",LA,SENATE,18,DOUBLE J FOODS,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3927822-LA-AMEDEE-JODY
3638,6409543,"AMEDEE, JODY",LA,SENATE,18,GAS INVESTMENTS,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3927822-LA-AMEDEE-JODY
3639,6409543,"AMEDEE, JODY",LA,SENATE,18,GAUNTHIER & AMEDEE LAW FIRM,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927822-LA-AMEDEE-JODY
3640,6409543,"AMEDEE, JODY",LA,SENATE,18,PIT STOP CARWASH ST AMANT LLC,AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3927822-LA-AMEDEE-JODY
3641,6409543,"AMEDEE, JODY",LA,SENATE,18,PIT STOP STORAGE LCC,MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3927822-LA-AMEDEE-JODY
3647,6409558,"ARNOLD, JEFFERY",LA,HOUSE,102,CUCOS EXPRESS LLC,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3927848-LA-ARNOLD-JEFFERY-J-JEFF
3648,6409558,"ARNOLD, JEFFERY",LA,HOUSE,102,FIRST NBC BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3927848-LA-ARNOLD-JEFFERY-J-JEFF
3649,6409572,"BADON JR, AUSTIN",LA,HOUSE,100,SOUTHERN UNIVERSITY OF NEW ORLEANS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927853-LA-BADON-JR-AUSTIN-J
3911,6409640,"PETERSON, KAREN",LA,SENATE,5,DENTONS LLC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926587-LA-PETERSON-KAREN-CARTER
3926,6410116,"RITCHIE, HAROLD",LA,HOUSE,75,MAGIC CITY MEMORIAL CO. INC.,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926634-LA-RITCHIE-HAROLD-L
3927,6410116,"RITCHIE, HAROLD",LA,HOUSE,75,POOLE-RITCHIE FUNERAL HOME LLC,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926634-LA-RITCHIE-HAROLD-L
3943,6410131,"SMITH JR, GARY",LA,SENATE,19,"GARY L. SMITH JR., ATTORNEY AT LAW",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926667-LA-SMITH-JR-GARY-L
3944,6410131,"SMITH JR, GARY",LA,SENATE,19,GLS ENTERPRISES LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3926667-LA-SMITH-JR-GARY-L
3945,6410131,"SMITH JR, GARY",LA,SENATE,19,"HARMM, SMITH + VOURVOULIAS LLC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926667-LA-SMITH-JR-GARY-L
3946,6410147,"SMITH, JOHN",LA,SENATE,30,COLONY APTS.,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926671-LA-SMITH-JOHN-R
3947,6410147,"SMITH, JOHN",LA,SENATE,30,MONA LISA APTS.,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926671-LA-SMITH-JOHN-R
3948,6410147,"SMITH, JOHN",LA,SENATE,30,SABINE STATE BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3926671-LA-SMITH-JOHN-R
3949,6410147,"SMITH, JOHN",LA,SENATE,30,SMITH RENTALS PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926671-LA-SMITH-JOHN-R
3951,6410169,"ST GERMAIN, KAREN",LA,HOUSE,60,PIERRE PART STORE LLC,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3926682-LA-ST-GERMAIN-KAREN
3952,6410169,"ST GERMAIN, KAREN",LA,HOUSE,60,ST. GERMAIN & GUILLOT LLC,INVESTMENT HOLDING COMPANIES,https://apps.publicintegrity.org/disclosure/documents/3926682-LA-ST-GERMAIN-KAREN
3953,6410169,"ST GERMAIN, KAREN",LA,HOUSE,60,ST. GERMAIN & GUILLOT NO. 2 LLC,INVESTMENT HOLDING COMPANIES,https://apps.publicintegrity.org/disclosure/documents/3926682-LA-ST-GERMAIN-KAREN
3954,6410169,"ST GERMAIN, KAREN",LA,HOUSE,60,ST. GERMAINE FAMILY PROPERTIES NO. 1 LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926682-LA-ST-GERMAIN-KAREN
3969,6410201,"THOMPSON, FRANCIS",LA,SENATE,34,CYPRESS COVE AT POVERTY POINT LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926716-LA-THOMPSON-FRANCIS
3717,6410226,"DORSEY-COLOMB, YVONNE",LA,SENATE,14,BATON ROUGE COMMUNITY COLLEGE,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927997-LA-DORSEY-COLOMB-YVONNE
3718,6410226,"DORSEY-COLOMB, YVONNE",LA,SENATE,14,COVONN PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927997-LA-DORSEY-COLOMB-YVONNE
7301,6410503,"GORDON, ROBERT",NJ,SENATE,38,AVISON YOUNG,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3928321-NJ-GORDON-ROBERT-M
7302,6410503,"GORDON, ROBERT",NJ,SENATE,38,"HOLMDEL LOCAL HEALTH PLANNING CONSULTANTS, LLC",HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928321-NJ-GORDON-ROBERT-M
7334,6410567,"MADDEN, FRED",NJ,SENATE,4,ROWAN COLLEGE AT GLOUCESTER CO.,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3928408-NJ-MADDEN-FRED-H
3812,6410737,"JOHNSON, ROBERT",LA,HOUSE,28,DR. ROBERT W JOHNSON DBA JOHNSON DENTAL GROUP,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3926435-LA-JOHNSON-ROBERT-ALLEN
3813,6410737,"JOHNSON, ROBERT",LA,HOUSE,28,JOHNSON LAW FIRM LLC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926435-LA-JOHNSON-ROBERT-ALLEN
3814,6410737,"JOHNSON, ROBERT",LA,HOUSE,28,ROBERT JOHNSON ENTERPRISES LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3926435-LA-JOHNSON-ROBERT-ALLEN
10300,6410893,"ALEXANDER, KENNETH",VA,SENATE,5,METROPOLITAN FUNERAL SERVCE,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931187-VA-ALEXANDER-KENNETH-COOPER
10301,6410893,"ALEXANDER, KENNETH",VA,SENATE,5,VIRGINIA CREMATORY,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931187-VA-ALEXANDER-KENNETH-COOPER
10404,6410995,"LOCKE, MAMIE",VA,SENATE,2,HAMPTON UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3931475-VA-LOCKE-MAMIE
10514,6411063,"WARD, JEION",VA,HOUSE,92,HUNTINGTON INGALLS/NEWPORT NEWS SHIPYARD,SEA TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3931686-VA-WARD-JEION
8192,6411373,"BROWN, MIKE",OK,HOUSE,4,BIGGS LAW OFFICE,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930424-OK-BROWN-MIKE
8356,6411461,"WYRICK, CHARLES",OK,SENATE,1,WW SOCK SERVICES LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930820-OK-WYRICK-CHARLES-A
71,6412276,"OLSON, DONALD",AK,SENATE,T,DONALD OLSON ENTERPRISES,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3925050-AK-OLSON-DONALD-C-DONNY
72,6412276,"OLSON, DONALD",AK,SENATE,T,HAGELAND AVIATION,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3925050-AK-OLSON-DONALD-C-DONNY
74,6412276,"OLSON, DONALD",AK,SENATE,T,OLSON VENTURES,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3925050-AK-OLSON-DONALD-C-DONNY
75,6412276,"OLSON, DONALD",AK,SENATE,T,POLAR EXPRESS AIRWAYS,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3925050-AK-OLSON-DONALD-C-DONNY
623,6412582,"TEAGUE, LARRY",AR,SENATE,10,SECURITY SELF STORAGE,MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3925884-AR-TEAGUE-LARRY-R
624,6412582,"TEAGUE, LARRY",AR,SENATE,10,STATE AUTO FINANCIAL,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3925884-AR-TEAGUE-LARRY-R
625,6412582,"TEAGUE, LARRY",AR,SENATE,10,SW COUNSELING & MENTAL HEALTH CENTER,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925884-AR-TEAGUE-LARRY-R
626,6412582,"TEAGUE, LARRY",AR,SENATE,10,TEAGUE & TEAGUE INSURANCE,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3925884-AR-TEAGUE-LARRY-R
627,6412582,"TEAGUE, LARRY",AR,SENATE,10,TYSON FOODS,FOOD PROCESSING & SALES,https://apps.publicintegrity.org/disclosure/documents/3925884-AR-TEAGUE-LARRY-R
834,6413709,"HERTZBERG, ROBERT",CA,SENATE,18,GLASER WEIL,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925501-CA-HERTZBERG-ROBERT-BOB
1206,6415186,"GERRATANA, THERESA",CT,SENATE,6,GERRATANA STUDIOS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3926950-CT-GERRATANA-THERESA-BIELINSKI-TERRY
1207,6415186,"GERRATANA, THERESA",CT,SENATE,6,GROVE HILL MEDICAL CENTER/STARLING PHYSICIANS,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3926950-CT-GERRATANA-THERESA-BIELINSKI-TERRY
1217,6415210,"HAMPTON, JOHN",CT,HOUSE,16,BOULDER RIDGE DAY CAMP,LODGING & TOURISM,https://apps.publicintegrity.org/disclosure/documents/3926980-CT-HAMPTON-JOHN-KENNEDY
1218,6415210,"HAMPTON, JOHN",CT,HOUSE,16,KELLY EDUCATIONAL STAFF,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3926980-CT-HAMPTON-JOHN-KENNEDY
1367,6415526,"WALKER, TONI",CT,HOUSE,93,NEW HAVEN BOARD OF EDUCATION,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927293-CT-WALKER-TONI-EDMONDS
1396,6415591,"HALL-LONG, BETHANY",DE,SENATE,10,UNIVERSITY OF DELAWARE,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/4053318-DE-HALL-LONG-BETHANY-A
1472,6415692,"SMITH, MELANIE",DE,HOUSE,5,RICHARDS LAYTON & FINGER,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/4053380-DE-SMITH-MELANIE-GEORGE
1427,6415726,"MARSHALL, ROBERT",DE,SENATE,3,MARSHALL GROUPS LLC,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/4053338-DE-MARSHALL-ROBERT-I-BOB
1428,6415726,"MARSHALL, ROBERT",DE,SENATE,3,PHOENIX EQUITY GROUP LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/4053338-DE-MARSHALL-ROBERT-I-BOB
1429,6415726,"MARSHALL, ROBERT",DE,SENATE,3,PROUD EAGLE FARM LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/4053338-DE-MARSHALL-ROBERT-I-BOB
1430,6415726,"MARSHALL, ROBERT",DE,SENATE,3,SYCAMORE STREET LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/4053338-DE-MARSHALL-ROBERT-I-BOB
1431,6415726,"MARSHALL, ROBERT",DE,SENATE,3,THREE CHAMPIONS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/4053338-DE-MARSHALL-ROBERT-I-BOB
2007,6417184,"ONEAL, LARRY",GA,HOUSE,146,MARGIEO LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926007-GA-ONEAL-LARRY
2008,6417184,"ONEAL, LARRY",GA,HOUSE,146,"O'NEAL LONG AND HALL, LLC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926007-GA-ONEAL-LARRY
2834,6420866,"ERRINGTON, SUE",IN,HOUSE,34,"CB FARMS, LLC",CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3926248-IN-ERRINGTON-SUE-E
2835,6420866,"ERRINGTON, SUE",IN,HOUSE,34,FREDERICK FAMILY TRUST,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3926248-IN-ERRINGTON-SUE-E
2836,6420866,"ERRINGTON, SUE",IN,HOUSE,34,PAUL ERRINGTON TRUST,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3926248-IN-ERRINGTON-SUE-E
3151,6421385,"HENSLEY, ANTHONY",KS,SENATE,19,USD 501 TOPEKA PUBLIC SCHOOLS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3926852-KS-HENSLEY-ANTHONY
3257,6421497,"PETTEY, PAT",KS,SENATE,6,PETTEY PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3933022-KS-PETTEY-PAT-HUGGINS
3123,6421740,"FINNEY, GAIL",KS,HOUSE,84,24 RENT-TO-OWN,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3926792-KS-FINNEY-GAIL
3124,6421740,"FINNEY, GAIL",KS,HOUSE,84,"MARKETING ONE GROUP, LLC",BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926792-KS-FINNEY-GAIL
3630,6423431,"ALARIO JR, JOHN",LA,SENATE,8,JOHN ALARIO JR. TAX SERVICE,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927812-LA-ALARIO-JR-JOHN-A
3823,6423976,"LAFLEUR, ERIC",LA,SENATE,28,DEJA VU,"BANDS, ORCHESTRAS & OTHER LIVE MUSIC PRODUCTION",https://apps.publicintegrity.org/disclosure/documents/3926452-LA-LAFLEUR-ERIC
3824,6423976,"LAFLEUR, ERIC",LA,SENATE,28,"ERIC LAFLEUR, PLC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926452-LA-LAFLEUR-ERIC
3825,6423976,"LAFLEUR, ERIC",LA,SENATE,28,MAHTOOK & LA FLEUR TITLE CO LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926452-LA-LAFLEUR-ERIC
3826,6423976,"LAFLEUR, ERIC",LA,SENATE,28,MAHTOOK & LAFLEUR,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926452-LA-LAFLEUR-ERIC
3827,6423976,"LAFLEUR, ERIC",LA,SENATE,28,NURSING HOME OF EUNICE DBA EUNICE MANOR,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3926452-LA-LAFLEUR-ERIC
3828,6423976,"LAFLEUR, ERIC",LA,SENATE,28,ST. LANDRY VENTURES LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926452-LA-LAFLEUR-ERIC
3829,6423985,"LAMBERT, EDDIE",LA,HOUSE,59,ATCHAFALAYA ALLIGATOR HUNTS LLC,HUNTING,https://apps.publicintegrity.org/disclosure/documents/3926457-LA-LAMBERT-EDDIE-J
3830,6423985,"LAMBERT, EDDIE",LA,HOUSE,59,ATCHAFALAYA SWAMP ADVENTURES,LODGING & TOURISM,https://apps.publicintegrity.org/disclosure/documents/3926457-LA-LAMBERT-EDDIE-J
3831,6423985,"LAMBERT, EDDIE",LA,HOUSE,59,EDDIE J. LAMBERT COMMERCIAL FISHERMAN/ALLIGATOR HUNTER,COMMERCIAL FISHING,https://apps.publicintegrity.org/disclosure/documents/3926457-LA-LAMBERT-EDDIE-J
3832,6423985,"LAMBERT, EDDIE",LA,HOUSE,59,"EDDIE J. LAMBERT, ATTORNEY AT LAW",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926457-LA-LAMBERT-EDDIE-J
3833,6423985,"LAMBERT, EDDIE",LA,HOUSE,59,LORI MARIE LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3926457-LA-LAMBERT-EDDIE-J
3834,6423985,"LAMBERT, EDDIE",LA,HOUSE,59,PIERRE PART CAJUN RETREAT,LODGING & TOURISM,https://apps.publicintegrity.org/disclosure/documents/3926457-LA-LAMBERT-EDDIE-J
3835,6423985,"LAMBERT, EDDIE",LA,HOUSE,59,VCG PARTNERSHIP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3926457-LA-LAMBERT-EDDIE-J
3891,6424079,"MORRISH, DAN",LA,SENATE,25,LAKE CHARLES PILOTS INC.,SEA TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3926549-LA-MORRISH-DAN-W-BLADE
3894,6424120,"NEVERS, BEN",LA,SENATE,12,BWN SERVICES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926558-LA-NEVERS-BEN-WAYNE
3895,6424120,"NEVERS, BEN",LA,SENATE,12,NECO LLC,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3926558-LA-NEVERS-BEN-WAYNE
3680,6424377,"BURRELL, ROY",LA,HOUSE,2,BEST COMMUNICATIONS MANAGEMENT SERVICES LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927929-LA-BURRELL-ROY-A
3739,6424423,"GALLOT JR, RICHARD",LA,SENATE,29,GALLOT LAW OFFICE,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3928037-LA-GALLOT-JR-RICHARD-RICK
4562,6425633,"FARNSWORTH, RICHARD",ME,HOUSE,37,OLD MAST CONSULTING,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926711-ME-FARNSWORTH-RICHARD-R
2451,6426137,"PAUSTIAN, ROSS",IA,HOUSE,92,PAUSTIAN ENTERPRISES,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925363-IA-PAUSTIAN-ROSS-C
4538,6426267,"DECHANT, JENNIFER",ME,HOUSE,52,CHOCOLATE CHURCH ARTS CENTER,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3926637-ME-DECHANT-JENNIFER
4773,6427991,"CLARK, KAREN",MN,HOUSE,062A,UNIVERSITY OF ST. CATHERINE,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927393-MN-CLARK-KAREN-J
4774,6427991,"CLARK, KAREN",MN,HOUSE,062A,WOMEN'S ENVIRONMENTAL INSTITUTE,PRO-ENVIRONMENTAL POLICY,https://apps.publicintegrity.org/disclosure/documents/3927393-MN-CLARK-KAREN-J
4898,6428388,"MARIANI, CARLOS",MN,HOUSE,065B,MN MINORITY EDUCATION PARTNERSHIP,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927694-MN-MARIANI-CARLOS
4911,6428470,"MULLERY, JOE",MN,HOUSE,059A,MULLERY LAW OFFICE,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927745-MN-MULLERY-JOE
4928,6428546,"PAPPAS, SANDRA",MN,SENATE,65,WOMEN'S ACTION FOR NEW DIRECTIONS EDUCATION FUND,WOMEN'S ISSUES,https://apps.publicintegrity.org/disclosure/documents/3927811-MN-PAPPAS-SANDRA-L
4932,6428563,"PELOWSKI JR, GENE",MN,HOUSE,028A,WINONA STATE UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927819-MN-PELOWSKI-JR-GENE
5404,6430024,"BURTON, TERRY",MS,SENATE,31,BC PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3928137-MS-BURTON-TERRY-C
5405,6430024,"BURTON, TERRY",MS,SENATE,31,FIRST SOUTH FARM CREDIT,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3928137-MS-BURTON-TERRY-C
5406,6430024,"BURTON, TERRY",MS,SENATE,31,STA-HOME HEALTH AND HOSPICE,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928137-MS-BURTON-TERRY-C
5407,6430024,"BURTON, TERRY",MS,SENATE,31,TCB CONSULTING LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928137-MS-BURTON-TERRY-C
5476,6430156,"FRIERSON, HERBERT D (HERB)",MS,HOUSE,106,HERB FRIERSON REAL ESTATE APPRAISAL,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3928248-MS-FRIERSON-HERBERT-D-HERB
5615,6430335,"READ, JOHN",MS,HOUSE,112,ALTERNATIVES FOR LIFE,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928452-MS-READ-JOHN-O
5616,6430335,"READ, JOHN",MS,HOUSE,112,GARDENS PHARMACY & COMPOUNDING,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3928452-MS-READ-JOHN-O
5923,6432114,"SANDS, DIANE",MT,SENATE,49,CONSTRUCTION,GENERAL CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3928195-MT-SANDS-DIANE
6770,6433675,"CLARK, MARTHA",NH,SENATE,21,BRAINTREE LABORATORIES,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928436-NH-CLARK-MARTHA-FULLER
6792,6433716,"CUSHING, ROBERT",NH,HOUSE,ROCKINGHAM 021,SOUTHERN NEW HAMPSHIRE CENTER,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928503-NH-CUSHING-ROBERT-REYNOLDS-RENNY
7229,6434890,"WOODBURN, JEFFREY",NH,SENATE,1,COMMUNITY PARTNERS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3929641-NH-WOODBURN-JEFFREY-JEFF
7230,6434890,"WOODBURN, JEFFREY",NH,SENATE,1,LITTLETON REGIONAL HIGH SCHOOL,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3929641-NH-WOODBURN-JEFFREY-JEFF
7523,6435513,"SMITH, JOHN",NM,SENATE,35,SMITH APPRAISAL SERVICE,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3929015-NM-SMITH-JOHN-ARTHUR
7462,6435742,"IVEY-SOTO, DANIEL",NM,SENATE,15,"NM CLERKS, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928826-NM-IVEY-SOTO-DANIEL-A
7495,6436050,"ONEILL, BILL",NM,SENATE,13,"UNDERDOG DEVELOPMENT, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928928-NM-ONEILL-WILLIAM-BALDWIN-BILL
7830,6437362,"MAGEE, BILL",NY,ASSEMBLY,121,FARM AND LAND AGENCY,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930169-NY-MAGEE-BILL
7831,6437362,"MAGEE, BILL",NY,ASSEMBLY,121,MAGEE'S AUCTION SERVICES,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3930169-NY-MAGEE-BILL
7873,6437534,"PERRY, NICK",NY,ASSEMBLY,58,"PERRY SPORTS BARBER SHOP, LLC",BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928999-NY-PERRY-N-NICK
7876,6437563,"PRETLOW, GARY",NY,ASSEMBLY,89,MONCUR PRETLOW FINANCIAL,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3929036-NY-PRETLOW-JAMES-GARY
7314,6440644,"HOLLEY, JAMEL",NJ,ASSEMBLY,20,DRS IMAGING,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3928354-NJ-HOLLEY-JAMEL-C
7315,6440644,"HOLLEY, JAMEL",NJ,ASSEMBLY,20,MILLENNIUM STRATEGY,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3928354-NJ-HOLLEY-JAMEL-C
8402,6440685,"GORSEK, CHRIS",OR,HOUSE,49,MT. HOOD COMMUNITY COLLEGE,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930952-OR-GORSEK-CHRIS
8403,6440685,"GORSEK, CHRIS",OR,HOUSE,49,PORTLAND STATE UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930952-OR-GORSEK-CHRIS
8509,6440929,"BREWSTER, JAMES",PA,SENATE,45,ALLY AUTO,AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3929657-PA-BREWSTER-JAMES-R
8510,6440929,"BREWSTER, JAMES",PA,SENATE,45,PNC,BANKS & LENDING INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3929657-PA-BREWSTER-JAMES-R
9151,6442042,"DELLENEY, GREG",SC,HOUSE,43,CCFLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3931030-SC-DELLENEY-GREG
9153,6442042,"DELLENEY, GREG",SC,HOUSE,43,"HAMILTON DELLENEY GRIER AND COTTEN, LLC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3931030-SC-DELLENEY-GREG
9711,6443135,"MITCHELL, BO",TN,HOUSE,50,FINANCIAL BLUEPRINTS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930564-TN-MITCHELL-BO
